overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
76.97,69.45,67.98,61.64,37.1,32.64,69.94,88.84,0,2,54.41,67.64
68.01,55.59,38.18,27.76,78.28,62.53,46.0,96.96,1,4,49.71,43.38
26.83,1.41,3.05,21.59,41.62,12.82,5.34,63.81,5,7,11.91,0.0
52.46,40.9,35.68,68.01,54.77,0.27,37.04,74.04,2,5,34.66,26.37
46.03,64.68,77.84,30.05,59.96,75.22,38.63,31.08,1,4,50.39,42.86
52.71,53.15,68.04,50.14,56.1,54.81,36.1,89.09,0,4,53.07,57.55
59.99,62.95,40.23,51.18,31.64,77.36,39.37,93.38,3,1,48.67,41.53
76.58,78.0,84.3,48.75,38.44,63.79,6.61,53.97,2,1,62.84,56.74
42.42,43.67,63.64,64.16,48.91,47.27,5.14,41.05,2,1,49.79,42.01
58.36,68.25,54.57,55.35,51.55,78.65,12.51,69.3,1,1,62.22,49.11
54.74,76.13,53.36,60.55,73.63,59.18,16.28,75.08,1,3,57.59,52.54
42.22,27.52,28.79,67.42,12.04,5.45,11.13,40.36,5,4,33.97,1.12
75.73,70.17,73.1,27.98,75.04,52.73,2.68,91.38,0,4,59.48,63.75
96.47,70.16,94.04,85.97,38.83,51.51,81.75,98.07,1,3,76.07,72.2
70.07,78.66,98.84,68.87,74.83,13.68,52.8,89.53,0,4,66.18,71.08
75.71,99.0,80.95,94.04,36.31,83.61,75.6,91.34,0,1,85.99,83.05
80.6,76.78,82.44,95.01,83.09,16.69,46.85,88.35,0,1,71.65,76.02
74.32,49.01,54.1,73.64,76.44,62.91,21.28,87.01,2,4,60.93,51.42
76.35,66.28,39.64,40.07,56.3,40.6,0.36,97.73,1,4,48.87,46.72
31.49,3.86,9.23,13.1,62.71,49.9,49.15,73.32,5,7,18.92,0.0
74.31,82.91,93.25,77.97,37.1,70.58,2.9,90.11,0,4,71.77,72.45
65.44,47.22,37.05,58.71,69.54,77.67,61.29,82.37,2,5,53.74,34.63
64.96,43.49,71.59,19.8,70.18,27.23,41.1,48.14,3,5,47.93,28.59
93.92,95.11,69.7,91.57,84.39,9.24,84.78,75.11,0,0,77.4,81.57
72.73,65.56,60.82,57.22,65.96,4.31,8.24,71.34,2,2,53.7,52.69
95.86,65.36,67.92,91.54,42.18,75.37,29.79,94.4,1,4,64.65,72.59
16.37,39.76,51.33,2.6,5.59,59.07,44.01,77.41,3,4,31.7,19.45
47.26,42.74,51.31,3.55,63.6,18.65,17.96,63.53,3,5,36.88,19.7
56.49,64.01,59.97,60.81,72.04,60.03,16.89,82.57,0,0,61.14,65.82
36.49,68.78,38.69,68.81,61.8,2.0,1.32,47.32,1,2,46.71,41.82
83.7,70.51,93.18,56.29,55.4,22.61,83.37,76.95,2,1,67.5,66.54
49.92,10.66,13.35,53.0,30.39,62.64,42.12,60.54,3,7,27.7,2.95
33.05,40.28,5.72,24.15,1.12,9.06,16.58,90.08,2,5,26.7,10.97
54.52,47.98,42.98,43.13,35.1,57.86,62.63,73.9,2,3,52.84,37.12
66.25,69.55,45.15,70.98,52.79,5.74,35.71,28.5,1,4,51.71,49.26
66.42,45.76,48.74,49.1,58.98,83.13,24.63,85.71,2,2,48.91,40.27
28.38,12.6,28.77,10.23,40.74,74.36,48.46,75.69,3,4,28.28,11.66
45.79,34.48,22.86,52.85,70.01,79.51,51.14,55.75,2,3,47.46,28.58
37.61,8.5,34.96,32.97,55.16,62.81,12.67,85.72,2,5,31.02,16.94
35.81,69.23,77.04,72.03,20.09,13.84,29.94,58.34,0,3,62.13,47.76
51.82,18.36,15.01,15.55,43.19,12.2,8.23,58.01,3,4,21.6,6.22
69.78,63.57,20.53,39.15,20.1,40.99,57.07,36.86,1,1,36.35,45.99
85.62,79.18,87.17,85.09,79.39,22.81,82.0,80.37,0,0,80.79,73.86
46.53,43.32,67.75,36.22,84.56,70.76,59.4,95.56,1,3,55.12,45.68
87.09,68.69,87.94,99.89,72.14,20.0,11.72,83.91,1,4,71.51,66.66
59.38,42.43,62.42,45.97,43.33,59.34,26.5,70.89,3,3,55.82,31.16
29.38,0.8,7.33,52.0,37.59,57.64,44.14,61.02,3,5,20.27,3.16
63.53,77.43,25.42,40.12,13.44,72.95,14.1,51.38,0,4,47.14,47.08
94.14,92.6,99.73,85.47,70.06,57.15,9.32,87.83,1,2,81.36,77.78
22.91,43.57,18.56,25.6,66.71,31.32,29.97,91.77,2,2,31.05,19.12
75.74,60.68,50.64,41.22,12.45,36.28,49.3,61.59,0,2,47.71,54.35
87.69,98.1,95.68,94.0,55.11,47.61,23.97,88.85,0,2,73.76,88.92
22.59,31.1,46.52,52.29,11.41,51.11,21.76,59.28,2,5,32.91,19.68
45.02,67.99,41.94,37.63,39.12,30.8,33.97,93.44,1,3,53.38,39.73
75.0,65.12,92.09,88.23,54.12,0.69,66.77,77.48,0,0,70.71,72.57
38.27,23.14,23.86,23.07,34.02,26.0,12.82,60.8,2,5,31.45,12.07
63.91,69.08,26.37,59.43,38.17,69.32,58.25,33.52,1,2,64.94,45.25
71.4,35.94,58.25,28.69,40.28,65.27,52.83,96.12,4,3,43.77,26.94
46.46,38.18,42.35,29.52,36.95,48.65,35.03,72.31,3,2,46.1,20.51
49.86,41.29,71.26,52.11,71.83,1.04,19.99,65.62,2,3,45.11,30.42
31.68,12.27,46.13,28.03,24.56,42.6,33.63,72.94,2,8,31.8,14.43
50.58,39.61,28.21,34.91,28.43,9.57,20.36,59.07,2,3,29.07,27.73
58.16,57.68,40.14,49.57,64.42,28.24,45.53,74.3,0,4,51.11,47.24
41.91,48.84,49.52,52.42,45.88,50.14,56.42,39.53,1,2,49.22,36.77
79.81,29.02,57.54,64.48,23.53,47.24,15.39,29.8,4,7,44.22,23.59
47.85,62.14,65.94,45.73,70.37,10.23,21.09,93.27,2,4,56.06,44.49
72.63,46.6,53.74,25.91,67.5,31.96,60.2,68.1,1,5,45.2,45.07
81.34,78.51,73.44,77.13,73.36,45.48,82.83,92.72,0,3,78.0,75.76
84.67,88.55,77.55,67.75,46.96,34.47,20.77,94.08,1,2,74.57,70.81
94.54,91.38,82.5,65.51,79.6,11.83,35.53,95.43,1,1,71.86,80.07
40.3,40.53,3.46,51.74,16.03,24.92,42.03,65.31,2,4,26.74,18.11
88.24,94.56,97.31,73.0,75.42,37.12,27.1,75.61,0,2,76.98,80.22
18.54,40.96,47.26,25.51,50.72,23.9,0.89,80.48,0,3,36.35,27.93
46.76,72.67,77.34,56.73,71.09,45.54,16.56,96.92,0,2,62.85,60.35
89.13,65.18,72.71,62.02,53.71,86.29,6.77,83.94,1,0,59.22,70.61
41.28,21.1,16.61,25.4,53.75,48.77,38.59,76.38,2,5,24.26,17.65
97.19,73.38,68.1,84.89,45.66,53.38,21.16,79.15,0,2,62.89,70.43
58.9,37.2,66.25,52.62,80.64,72.72,39.98,66.51,2,4,48.45,35.63
94.08,92.97,68.48,85.77,63.94,56.04,75.6,81.24,0,3,77.08,83.8
43.17,40.66,0.57,0.52,69.23,39.56,3.19,46.34,3,4,26.95,14.1
10.94,44.95,14.08,10.5,21.76,4.78,19.48,80.74,4,3,21.61,2.33
63.89,43.02,69.73,29.51,30.9,22.47,45.8,67.7,2,7,36.25,31.5
36.94,6.09,12.64,20.07,69.3,57.64,16.86,93.27,5,6,31.38,0.0
64.82,76.83,41.57,42.36,50.26,88.62,5.89,68.91,0,3,55.53,54.43
41.44,23.54,46.47,5.55,40.68,45.38,12.3,47.48,2,5,31.57,18.44
99.29,68.98,99.98,87.4,69.61,32.28,73.76,97.75,0,1,78.6,81.02
35.73,54.72,43.86,60.45,55.18,50.24,4.48,33.76,3,5,49.52,19.54
95.59,85.11,94.11,83.53,77.29,69.43,22.12,98.38,1,5,83.64,73.83
72.45,43.12,64.75,10.11,24.95,67.17,9.07,38.08,2,4,41.77,26.69
74.7,38.64,72.4,58.41,35.13,26.08,13.59,92.63,1,5,49.88,44.64
13.8,26.82,33.71,37.83,8.77,34.48,23.17,86.76,2,5,36.67,8.47
68.66,63.22,72.64,68.87,43.46,16.42,64.85,89.96,0,5,64.24,52.02
61.39,35.11,43.29,32.67,28.65,85.33,67.58,96.21,1,3,50.53,40.3
95.59,81.78,90.09,80.29,51.81,27.06,63.6,88.3,3,5,74.05,63.75
29.23,47.5,26.69,52.9,59.34,66.82,38.16,75.23,2,3,43.23,31.47
91.86,69.37,85.38,61.21,38.66,50.69,74.21,83.9,0,2,69.64,71.26
45.78,36.52,65.65,57.73,37.5,81.1,48.16,76.77,2,4,57.94,31.1
74.45,75.38,79.11,81.67,88.03,24.88,27.91,75.6,2,3,76.54,61.42
96.48,94.35,71.62,97.05,74.28,74.37,39.03,80.02,1,2,77.31,79.47
69.27,59.61,53.63,60.08,69.0,51.96,22.34,86.66,1,3,59.69,47.82
73.34,76.78,86.05,90.66,87.8,56.98,61.95,90.54,1,0,78.01,71.32
61.5,31.02,54.04,71.96,7.5,77.69,59.26,45.75,1,4,48.96,37.9
49.58,7.74,26.83,27.59,26.62,40.5,46.25,66.93,3,6,23.23,4.59
39.33,58.05,71.83,40.2,35.91,77.62,13.83,44.47,3,4,49.15,33.57
48.76,71.58,47.82,51.75,39.01,46.87,39.35,76.92,1,2,53.77,49.73
12.08,1.33,10.37,6.52,36.81,15.01,0.8,59.13,3,7,9.5,0.0
84.45,73.86,93.23,63.45,87.89,68.08,47.33,88.31,0,2,78.07,75.86
71.91,75.78,91.71,77.64,70.98,0.59,78.51,79.14,0,4,64.11,69.07
12.57,3.81,8.53,14.55,49.63,39.93,21.3,84.13,4,8,20.02,0.0
77.25,71.81,69.01,63.66,59.87,81.1,41.29,78.04,2,3,65.06,58.14
53.74,45.44,31.06,40.9,49.05,25.02,29.14,44.87,2,3,47.04,28.11
68.44,79.87,88.89,88.86,57.76,54.33,63.37,97.23,1,1,70.19,72.24
42.55,43.6,64.07,68.63,4.43,69.64,13.22,56.85,2,4,53.29,29.81
59.12,52.82,26.84,24.05,48.93,10.19,56.54,33.4,2,5,32.85,24.71
54.54,69.45,52.4,60.7,67.5,12.22,3.96,94.47,2,3,58.06,46.9
75.32,91.45,78.68,79.52,42.51,8.8,20.34,86.81,0,1,65.47,72.25
95.27,83.05,93.24,71.63,67.47,56.5,53.27,86.75,1,3,72.88,75.44
49.68,28.31,26.91,6.65,52.73,68.36,49.03,55.08,2,2,25.27,19.59
87.81,81.97,98.75,66.9,83.29,43.75,11.44,80.98,1,3,72.55,73.2
65.3,62.98,70.71,38.67,31.72,16.78,65.58,84.13,2,2,48.06,48.65
93.05,90.11,74.17,66.95,49.93,63.69,25.01,82.76,0,0,76.01,80.76
68.73,73.0,77.6,49.3,52.61,29.73,54.54,87.95,0,3,65.34,65.07
79.19,67.38,72.7,63.77,75.44,65.97,45.74,84.68,1,3,64.86,62.7
40.36,11.25,27.68,8.35,56.66,49.02,48.95,51.83,3,8,22.17,0.0
99.43,99.35,98.92,82.61,80.76,7.22,21.71,77.3,0,2,76.4,91.59
33.11,22.88,34.61,28.15,44.91,60.2,23.12,65.75,3,5,30.59,3.52
45.41,55.48,44.05,32.52,39.07,64.12,43.92,83.79,1,3,50.55,42.83
22.11,45.69,45.05,6.82,23.92,24.57,36.5,71.19,2,2,28.83,19.72
53.61,61.66,77.95,33.83,56.7,33.81,15.29,95.64,1,2,49.28,48.06
45.88,56.34,41.57,58.62,80.73,7.99,54.44,94.07,1,5,40.66,41.58
22.1,1.27,24.31,40.88,64.31,32.26,13.18,51.56,4,8,28.03,0.0
75.18,82.25,77.2,95.85,64.98,11.19,53.15,84.72,1,2,64.12,65.93
59.31,52.31,54.37,26.5,39.84,88.9,64.96,66.69,3,5,53.28,30.19
64.55,72.3,41.61,47.2,54.87,44.9,18.28,49.02,3,0,53.18,47.45
88.25,73.48,97.56,82.82,57.03,69.49,17.63,77.29,0,4,75.31,72.04
11.58,17.67,35.95,45.44,66.02,47.44,23.13,48.03,3,5,39.09,3.23
71.64,91.31,79.43,97.14,59.99,77.75,11.07,78.77,0,0,84.75,83.28
62.15,57.93,61.11,30.18,45.94,7.73,64.33,79.12,1,2,49.47,52.84
67.14,56.49,38.22,28.51,66.97,66.29,7.67,92.82,3,4,54.69,28.42
30.22,13.98,22.99,20.99,27.3,36.73,22.76,50.12,3,5,16.89,3.94
13.68,17.25,9.92,5.06,54.14,9.82,8.75,63.34,3,6,25.09,0.0
83.94,82.35,81.31,55.92,42.06,13.4,29.9,89.52,1,4,63.07,67.22
88.8,72.51,97.19,97.0,40.78,18.5,17.89,97.79,0,2,68.24,74.06
93.81,88.48,65.74,65.67,60.65,50.46,70.32,84.67,1,0,68.64,72.72
50.64,20.53,38.46,0.56,19.23,42.48,43.8,92.65,2,4,31.78,19.54
83.32,82.02,92.56,81.37,80.09,90.86,47.15,94.79,0,2,93.45,76.1
41.58,16.48,26.7,47.46,65.55,74.82,36.72,81.54,4,5,31.96,6.09
97.9,81.94,69.48,82.04,73.06,74.08,59.66,88.83,1,3,77.49,73.37
98.79,67.22,68.23,63.16,76.42,61.88,61.82,83.85,1,2,66.92,66.97
64.58,51.56,65.56,26.78,54.47,38.44,52.25,74.31,3,2,43.8,35.12
23.93,21.08,30.67,20.73,49.09,49.21,37.84,71.15,1,6,35.96,9.17
74.89,88.28,85.12,96.23,36.6,83.46,61.67,94.39,0,2,83.11,78.81
75.24,74.68,95.44,67.96,58.41,71.0,75.84,94.78,1,2,77.52,69.48
56.95,57.12,52.72,61.3,28.13,89.53,59.01,76.72,1,0,55.68,53.56
99.61,87.88,89.26,67.36,80.03,52.96,39.97,93.53,3,3,75.36,66.85
61.45,44.26,38.68,44.71,8.97,47.05,23.42,38.02,1,6,36.52,28.07
74.87,57.63,68.57,67.56,77.74,78.36,15.78,75.62,3,3,63.49,50.61
73.39,87.32,86.89,91.78,73.16,19.73,5.96,84.78,2,1,72.14,71.45
54.53,56.68,44.27,28.03,54.98,37.22,2.26,90.24,2,4,49.7,31.96
65.53,56.46,67.14,44.28,37.78,43.78,23.96,70.29,3,2,45.98,34.55
45.83,33.41,49.14,30.68,49.73,57.78,41.24,82.59,3,5,47.17,21.6
73.83,84.54,65.51,62.08,55.57,59.31,14.07,89.37,0,2,66.23,69.55
76.75,47.41,21.9,44.37,64.89,65.76,53.85,60.87,0,4,44.56,45.53
69.96,80.87,92.44,55.19,79.2,87.9,12.92,75.53,3,3,85.45,54.69
44.35,13.55,35.94,27.17,14.39,67.61,11.15,87.02,2,7,23.41,12.17
77.13,96.12,97.04,67.19,61.11,93.25,56.61,76.74,0,1,88.11,83.6
39.04,17.58,40.52,29.37,53.87,8.54,20.24,64.73,3,4,30.03,11.87
68.24,64.03,67.71,67.57,69.36,16.21,59.26,76.62,2,0,62.47,54.59
99.49,79.94,92.44,57.22,44.92,6.0,69.33,77.66,1,1,66.27,73.31
45.91,55.03,60.4,30.03,83.87,0.4,18.72,86.55,0,4,52.42,42.97
48.82,37.41,55.98,65.24,56.88,26.43,1.17,97.92,2,3,47.36,30.9
71.59,83.58,78.9,91.06,41.39,40.95,36.4,80.77,0,2,72.79,73.46
80.63,80.31,80.59,63.62,62.43,37.27,84.11,76.13,1,0,68.88,72.03
32.37,30.79,0.44,14.34,18.14,57.07,19.28,73.87,4,7,26.22,0.0
42.85,46.01,40.06,37.95,3.79,40.86,29.94,79.82,3,4,36.63,18.13
70.89,61.12,54.08,45.72,57.23,71.98,8.55,96.87,1,1,57.83,58.84
71.31,68.6,98.61,84.63,80.14,53.47,52.66,97.02,1,4,76.14,63.35
73.27,56.67,46.09,37.55,52.11,23.21,2.1,68.69,0,3,40.47,48.21
58.46,52.75,50.83,26.52,46.01,35.92,58.48,31.36,2,2,47.01,30.39
56.87,62.64,54.48,35.44,48.67,25.77,44.63,93.58,1,4,46.79,37.61
56.84,51.03,54.19,39.77,54.3,67.7,27.6,98.09,2,5,48.03,38.93
50.24,47.66,58.72,48.76,59.06,63.56,0.65,53.28,3,2,49.45,32.16
20.81,15.26,39.08,50.47,34.34,65.94,19.11,64.76,3,7,37.07,0.0
73.6,68.12,72.87,66.27,53.76,89.14,54.79,92.33,1,4,71.15,60.58
25.01,28.86,27.62,11.3,57.73,25.03,23.34,51.65,2,4,29.9,7.22
95.94,90.24,97.45,88.33,62.22,39.28,70.5,96.01,0,0,84.9,91.1
37.94,28.12,18.83,13.31,4.6,11.1,31.41,83.4,3,3,24.25,5.81
68.95,77.54,51.31,56.37,40.65,18.45,10.44,66.13,2,2,51.53,45.38
22.56,6.22,24.37,9.97,26.15,42.66,32.22,55.92,4,3,24.77,0.0
66.72,40.53,73.57,35.43,65.18,19.98,49.41,91.37,4,4,50.75,26.21
30.96,25.36,37.64,9.36,45.67,11.12,36.24,64.45,3,4,24.76,10.14
15.26,24.26,5.79,43.87,19.74,44.55,8.51,62.58,2,4,27.69,10.91
65.77,47.33,45.89,67.31,70.49,57.9,52.66,71.14,1,5,62.16,39.35
63.79,76.57,36.59,46.32,62.23,30.59,22.25,91.2,2,3,59.81,42.91
70.81,80.24,86.94,64.02,59.67,65.02,54.36,90.73,0,5,80.28,67.45
75.4,30.71,54.4,34.8,7.28,45.14,12.77,46.52,3,5,31.1,24.62
14.72,47.09,1.9,46.41,2.08,12.18,15.77,81.89,2,4,36.02,15.51
54.16,79.77,70.65,33.87,25.74,54.36,56.43,49.88,0,4,54.82,56.65
52.17,69.29,46.26,60.34,56.43,75.3,35.81,85.53,1,2,61.68,50.17
30.13,13.72,14.6,31.15,20.38,25.39,11.74,67.31,5,5,17.54,0.0
74.72,57.0,70.78,52.87,47.24,66.48,12.39,98.94,3,4,56.93,41.65
76.36,97.35,77.47,62.16,40.41,58.81,47.44,91.19,0,2,80.41,82.55
48.99,52.62,70.1,33.18,79.99,82.01,35.91,95.11,3,2,58.26,34.17
72.39,60.17,51.43,58.18,83.61,6.07,23.13,70.46,1,2,52.41,51.1
46.96,72.17,65.5,25.26,82.58,14.33,0.02,79.95,1,4,55.03,49.24
50.64,49.88,39.13,64.4,14.76,10.21,52.89,31.78,3,5,34.58,27.83
49.09,28.52,69.72,21.6,26.33,47.57,4.12,32.47,4,5,40.59,13.69
58.35,46.71,49.61,27.55,59.81,15.55,50.14,66.48,1,3,43.87,41.21
50.88,17.58,3.26,47.37,51.14,5.11,4.17,68.83,4,3,19.57,1.7
69.77,40.41,61.53,68.26,26.38,48.6,17.27,81.74,3,2,49.46,34.16
35.79,3.47,47.45,3.07,2.01,62.53,0.65,49.42,3,6,19.33,2.53
78.93,75.17,96.08,89.59,83.68,68.4,28.08,79.65,0,4,80.28,73.07
22.58,23.11,53.82,11.86,8.24,15.74,17.58,71.81,3,7,30.24,6.87
75.62,58.2,41.99,72.52,55.39,14.0,51.47,73.18,2,3,56.05,43.63
80.4,73.2,82.9,75.68,39.29,23.3,23.93,87.12,2,4,67.88,56.98
55.75,63.82,64.68,27.24,50.1,87.12,19.26,83.53,1,3,55.85,48.71
86.96,97.11,65.33,82.04,35.19,59.17,34.99,85.86,1,2,70.83,69.13
89.95,88.81,94.74,72.95,73.28,59.46,37.1,97.9,0,1,80.05,80.08
24.27,21.05,37.53,48.68,48.3,7.07,16.9,82.5,2,5,30.5,14.64
59.26,37.37,35.94,55.87,55.59,22.04,62.49,72.23,3,5,37.34,20.47
29.23,31.2,47.17,23.12,46.96,11.97,28.23,52.05,2,4,36.0,20.89
48.14,0.56,9.23,38.82,39.81,23.94,32.59,88.36,4,4,19.98,0.0
31.21,49.6,12.11,40.92,53.87,62.31,34.25,54.53,1,2,50.56,31.38
45.84,56.13,52.6,51.73,47.52,6.79,3.08,98.24,2,3,48.22,36.15
62.26,42.57,48.39,69.22,51.63,18.37,57.96,68.06,2,5,45.89,37.69
69.92,73.13,70.06,30.48,38.37,55.53,49.69,65.31,1,4,61.93,51.38
39.21,55.37,44.21,35.89,5.1,23.07,15.15,51.58,2,3,39.58,30.05
68.36,70.18,72.7,98.9,88.37,72.93,51.88,91.72,0,2,83.42,65.71
19.84,25.68,43.41,50.11,26.87,36.28,15.49,63.83,2,5,38.2,11.6
31.95,16.32,25.48,43.79,33.67,41.64,8.65,45.38,2,5,23.98,12.78
69.32,64.5,71.79,39.33,43.88,86.9,31.96,94.21,3,2,55.75,43.37
20.69,28.78,29.76,14.36,69.21,10.55,22.15,46.57,3,7,24.32,5.25
50.56,43.2,17.81,40.0,5.32,10.22,22.98,67.98,2,2,31.06,21.3
79.44,67.6,72.0,99.43,37.18,20.3,36.25,82.32,2,3,70.68,58.68
46.63,11.45,39.43,33.77,51.37,6.31,36.65,84.4,4,3,25.5,17.56
51.31,22.74,12.61,42.33,52.4,39.2,37.3,60.53,4,5,30.66,9.73
96.27,73.74,88.96,78.74,46.64,52.84,81.15,98.6,1,3,75.12,75.23
75.67,62.21,42.95,74.62,66.65,12.12,55.97,84.51,1,2,57.7,54.43
21.46,23.5,53.24,54.7,55.39,59.92,47.24,84.84,2,6,51.11,16.86
78.53,67.06,84.32,70.82,49.24,57.99,23.53,86.91,3,2,63.01,52.83
45.77,48.25,45.53,30.38,4.92,5.58,9.84,67.35,1,4,34.42,34.21
69.5,74.45,72.88,77.44,58.12,55.45,12.5,92.15,0,4,70.33,66.44
18.77,30.09,24.04,45.44,68.86,9.34,24.51,57.9,0,4,29.89,24.38
16.17,45.92,43.53,21.51,9.14,39.03,33.52,51.45,2,4,40.93,15.5
52.92,46.77,41.25,31.26,65.25,14.12,9.34,83.71,2,4,43.94,27.65
65.65,46.1,41.21,71.28,30.76,24.95,16.2,96.22,2,3,48.24,39.71
79.02,93.71,99.42,94.51,87.16,60.98,41.04,87.87,1,1,82.38,87.38
77.98,88.31,86.48,80.18,76.19,40.16,37.58,87.95,0,3,76.58,76.67
21.18,25.66,48.1,40.6,40.33,46.7,5.44,79.97,4,3,33.91,8.61
80.68,84.44,86.91,77.4,54.16,47.38,59.56,84.91,1,2,67.0,72.74
92.34,99.44,66.01,63.82,88.03,32.47,33.06,91.57,0,0,75.69,84.29
19.12,13.07,49.04,50.47,56.49,9.15,40.93,45.96,5,6,34.97,0.0
47.58,9.47,7.62,34.65,16.15,14.57,10.17,54.84,5,8,13.65,0.0
89.53,80.79,92.24,77.23,71.76,19.0,70.82,94.49,2,0,71.26,72.65
35.22,5.55,8.77,7.2,11.68,34.61,2.55,70.97,5,4,17.18,0.0
72.45,76.81,83.39,55.19,73.08,90.9,21.23,75.22,1,2,76.34,71.13
88.25,90.42,72.8,66.73,68.64,55.31,75.32,87.76,0,3,78.17,79.11
86.14,67.31,66.58,57.24,85.67,65.44,71.12,99.09,1,3,64.15,61.13
44.84,24.65,42.54,26.21,26.91,22.33,2.73,55.06,3,4,30.05,10.84
83.39,72.79,68.6,57.69,64.0,24.65,47.24,78.71,1,2,57.62,61.78
65.59,72.62,44.14,68.57,69.74,65.61,60.95,69.41,1,4,66.49,58.89
99.15,81.3,73.12,60.79,67.65,14.04,15.56,98.8,0,3,60.28,79.43
85.81,89.36,80.07,90.16,79.84,59.19,49.11,95.41,1,1,81.27,74.88
77.82,70.4,84.96,92.99,56.5,79.53,37.42,97.73,0,1,76.89,78.37
51.47,51.62,77.38,63.26,58.24,84.19,25.18,71.06,0,4,66.11,52.53
56.73,48.7,45.47,30.41,25.19,69.72,31.98,70.67,2,3,40.13,38.11
99.36,74.41,80.45,86.91,52.06,7.84,32.01,88.82,0,0,62.22,80.96
45.03,44.55,54.04,72.39,25.93,17.64,57.64,54.91,2,3,44.21,31.57
92.24,86.04,98.9,80.13,50.43,74.09,83.78,97.69,1,0,82.85,77.56
72.54,67.99,71.26,68.72,88.2,64.26,4.65,90.18,0,3,67.59,67.82
37.72,68.94,78.7,58.86,11.31,16.64,2.47,29.85,1,4,48.39,39.2
68.42,35.65,62.47,62.86,57.2,42.8,51.16,83.54,2,6,49.02,34.05
71.43,58.43,64.53,28.76,30.72,47.86,57.35,76.08,0,3,48.9,48.64
78.57,69.15,78.31,56.61,76.33,76.24,18.16,87.25,2,0,63.67,58.59
95.32,68.4,92.51,61.0,60.55,56.26,65.27,77.86,0,0,74.24,82.0
42.26,28.97,44.47,53.64,44.61,18.2,12.39,84.8,1,3,42.83,32.3
74.97,76.36,59.38,72.5,75.55,77.98,60.78,78.52,1,3,75.52,59.66
76.86,85.61,69.94,69.21,47.33,9.03,57.47,97.33,2,1,61.56,61.5
74.98,87.31,87.37,92.47,43.74,93.22,43.88,98.01,0,1,84.29,78.36
96.49,78.21,71.39,71.4,68.95,19.08,4.33,96.8,2,3,67.12,62.33
16.55,33.26,21.32,21.0,61.42,71.43,8.51,79.2,3,5,37.29,8.24
31.3,47.58,42.03,8.89,14.56,44.71,16.67,45.04,2,4,35.04,18.28
50.69,41.94,19.58,29.41,15.11,72.66,26.77,57.48,3,6,28.76,12.28
76.08,54.83,48.41,55.24,64.87,8.35,18.16,75.81,0,3,53.31,56.76
59.16,43.6,53.09,34.02,82.13,15.64,60.11,86.55,2,4,46.22,29.29
89.12,65.17,78.21,93.61,66.93,24.76,75.84,75.38,1,3,69.42,67.88
38.15,83.43,47.34,32.98,48.75,39.68,23.4,48.69,1,3,48.33,44.53
34.16,30.71,12.04,51.41,31.34,69.01,40.35,81.0,4,5,42.89,6.87
48.27,57.26,41.64,40.31,55.11,10.47,7.88,72.35,2,3,45.63,36.99
88.34,69.82,94.59,88.41,72.44,1.39,71.09,78.77,1,3,69.09,72.31
